,Layer,Node,Apple training,Apple test,google workplace training,Google workplaces test,Google retail training,Google retail test,Google park training,Google park test,Google grocery training,Google grocery test
0,2.0,25.0,0.26824039562093105,0.24514596512239328,0.6165024418175393,0.61747367046629,0.6328565299323802,0.6247834911744765,0.14201976796178917,0.12243311279174718,0.34326759219101166,0.3400193762041598
1,2.0,25.0,0.8609862261491981,0.8461523035014151,0.9067922768041917,0.9064210015979638,0.9116976122167435,0.9035427383844402,0.6959016919930598,0.662326519676537,0.7981614573835447,0.7679336123075227
2,2.0,25.0,0.8611004117016641,0.8451424395134861,0.9088777552160108,0.9077907990094912,0.9118613011672054,0.9036957685990348,0.6952566524283648,0.6570093103696357,0.7944544284116727,0.7599822911151735
3,2.0,25.0,0.8623312388123665,0.846726975208153,0.9076813641008743,0.9071107533482778,0.9119934285868003,0.9037107608585176,0.6921239184465067,0.6598991527383198,0.8001390657667207,0.7712553316285663
4,2.0,25.0,0.8608820240448888,0.8442736368634167,0.9082972883771149,0.9085795912914303,0.9103035868267358,0.9008687253187899,0.6928335711105408,0.6557105876942741,0.7926661565288222,0.760024563119843
